iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SEN,Africa,Senegal,2022-08-31,88098.0,16.0,15.857,1968.0,0.0,0.0,5087.532,0.924,0.916,113.649,0.0,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,572.0,0.003,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-01,88098.0,0.0,15.857,1968.0,0.0,0.0,5087.532,0.0,0.916,113.649,0.0,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,499.0,0.003,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-02,88102.0,4.0,13.429,1968.0,0.0,0.0,5087.763,0.231,0.775,113.649,0.0,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,426.0,0.002,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-03,88102.0,0.0,11.143,1968.0,0.0,0.0,5087.763,0.0,0.643,113.649,0.0,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,354.0,0.002,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-04,88102.0,0.0,11.143,1968.0,0.0,0.0,5087.763,0.0,0.643,113.649,0.0,0.0,0.86,,,,,,,,,,,,,,,,,,,1473795.0,1090400.0,,,0.0,,8.51,6.3,,0.0,281.0,0.002,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-05,88132.0,30.0,11.429,1968.0,0.0,0.0,5089.495,1.732,0.66,113.649,0.0,0.0,0.88,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,380.0,0.002,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-06,88132.0,0.0,7.143,1968.0,0.0,0.0,5089.495,0.0,0.412,113.649,0.0,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,479.0,0.003,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-07,88153.0,21.0,7.857,1968.0,0.0,0.0,5090.708,1.213,0.454,113.649,0.0,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,578.0,0.003,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-08,88153.0,0.0,7.857,1968.0,0.0,0.0,5090.708,0.0,0.454,113.649,0.0,0.0,0.93,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,677.0,0.004,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-09,88172.0,19.0,10.0,1968.0,0.0,0.0,5091.805,1.097,0.577,113.649,0.0,0.0,0.95,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,776.0,0.004,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-10,88172.0,0.0,10.0,1968.0,0.0,0.0,5091.805,0.0,0.577,113.649,0.0,0.0,0.97,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,875.0,0.005,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-11,88172.0,0.0,10.0,1968.0,0.0,0.0,5091.805,0.0,0.577,113.649,0.0,0.0,0.98,,,,,,,,,,,,,,,,,,,1480613.0,1096047.0,17060.0,,0.0,,8.55,6.33,0.1,0.0,974.0,0.006,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-12,88199.0,27.0,9.571,1968.0,0.0,0.0,5093.364,1.559,0.553,113.649,0.0,0.0,1.01,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,1316.0,0.008,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-13,88224.0,25.0,13.143,1968.0,0.0,0.0,5094.808,1.444,0.759,113.649,0.0,0.0,1.02,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,1658.0,0.01,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-14,88230.0,6.0,11.0,1968.0,0.0,0.0,5095.155,0.346,0.635,113.649,0.0,0.0,1.01,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,1999.0,0.012,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-15,88230.0,0.0,11.0,1968.0,0.0,0.0,5095.155,0.0,0.635,113.649,0.0,0.0,1.03,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,2341.0,0.014,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-16,88230.0,0.0,8.286,1968.0,0.0,0.0,5095.155,0.0,0.478,113.649,0.0,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,2683.0,0.015,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-17,88230.0,0.0,8.286,1968.0,0.0,0.0,5095.155,0.0,0.478,113.649,0.0,0.0,1.08,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,3025.0,0.017,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-18,88268.0,38.0,13.714,1968.0,0.0,0.0,5097.349,2.194,0.792,113.649,0.0,0.0,1.12,,,,,,,,,,,,,,,,,,,1504180.0,,,,0.0,,8.69,,,0.0,3367.0,0.019,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-19,88268.0,0.0,9.857,1968.0,0.0,0.0,5097.349,0.0,0.569,113.649,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,3495.0,0.02,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-20,88299.0,31.0,10.714,1968.0,0.0,0.0,5099.139,1.79,0.619,113.649,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,3623.0,0.021,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-21,88299.0,0.0,9.857,1968.0,0.0,0.0,5099.139,0.0,0.569,113.649,0.0,0.0,1.09,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,3751.0,0.022,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-22,88318.0,19.0,12.571,1968.0,0.0,0.0,5100.236,1.097,0.726,113.649,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,3879.0,0.022,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-23,88324.0,6.0,13.429,1968.0,0.0,0.0,5100.583,0.346,0.775,113.649,0.0,0.0,1.09,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4007.0,0.023,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-24,88324.0,0.0,13.429,1968.0,0.0,0.0,5100.583,0.0,0.775,113.649,0.0,0.0,1.08,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4136.0,0.024,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-25,88324.0,0.0,8.0,1968.0,0.0,0.0,5100.583,0.0,0.462,113.649,0.0,0.0,1.09,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4264.0,0.025,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-26,88339.0,15.0,10.143,1968.0,0.0,0.0,5101.449,0.866,0.586,113.649,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4264.0,0.025,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-27,88355.0,16.0,8.0,1968.0,0.0,0.0,5102.373,0.924,0.462,113.649,0.0,0.0,1.12,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4264.0,0.025,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-28,88373.0,18.0,10.571,1968.0,0.0,0.0,5103.413,1.039,0.61,113.649,0.0,0.0,1.14,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4264.0,0.025,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-29,88373.0,0.0,7.857,1968.0,0.0,0.0,5103.413,0.0,0.454,113.649,0.0,0.0,1.16,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4264.0,0.025,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-09-30,88398.0,25.0,10.571,1968.0,0.0,0.0,5104.856,1.444,0.61,113.649,0.0,0.0,1.19,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4264.0,0.025,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-01,88398.0,0.0,10.571,1968.0,0.0,0.0,5104.856,0.0,0.61,113.649,0.0,0.0,1.18,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4264.0,0.025,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-02,88398.0,0.0,10.571,1968.0,0.0,0.0,5104.856,0.0,0.61,113.649,0.0,0.0,1.19,,,,,,,,,,,,,,,,,,2469499.0,1563871.0,1150222.0,499879.0,,0.0,14.26,9.03,6.64,2.89,0.0,4264.0,0.025,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-03,88408.0,10.0,9.857,1968.0,0.0,0.0,5105.434,0.577,0.569,113.649,0.0,0.0,1.21,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,4800.0,0.028,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-04,88408.0,0.0,7.571,1968.0,0.0,0.0,5105.434,0.0,0.437,113.649,0.0,0.0,1.26,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,5337.0,0.031,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-05,88462.0,54.0,12.714,1968.0,0.0,0.0,5108.552,3.118,0.734,113.649,0.0,0.0,1.32,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,5873.0,0.034,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-06,88477.0,15.0,14.857,1968.0,0.0,0.0,5109.418,0.866,0.858,113.649,0.0,0.0,1.3,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,6410.0,0.037,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-07,88477.0,0.0,11.286,1968.0,0.0,0.0,5109.418,0.0,0.652,113.649,0.0,0.0,1.28,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,6946.0,0.04,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-08,88506.0,29.0,15.429,1968.0,0.0,0.0,5111.093,1.675,0.891,113.649,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,7483.0,0.043,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-09,88506.0,0.0,15.429,1968.0,0.0,0.0,5111.093,0.0,0.891,113.649,0.0,0.0,1.23,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-10,88506.0,0.0,14.0,1968.0,0.0,0.0,5111.093,0.0,0.808,113.649,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-11,88544.0,38.0,19.429,1968.0,0.0,0.0,5113.288,2.194,1.122,113.649,0.0,0.0,1.22,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-12,88544.0,0.0,11.714,1968.0,0.0,0.0,5113.288,0.0,0.676,113.649,0.0,0.0,1.21,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-13,88555.0,11.0,11.143,1968.0,0.0,0.0,5113.923,0.635,0.643,113.649,0.0,0.0,1.22,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-14,88555.0,0.0,11.143,1968.0,0.0,0.0,5113.923,0.0,0.643,113.649,0.0,0.0,1.23,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-15,88555.0,0.0,7.0,1968.0,0.0,0.0,5113.923,0.0,0.404,113.649,0.0,0.0,1.25,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-16,88555.0,0.0,7.0,1968.0,0.0,0.0,5113.923,0.0,0.404,113.649,0.0,0.0,1.28,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-17,88630.0,75.0,17.714,1968.0,0.0,0.0,5118.254,4.331,1.023,113.649,0.0,0.0,1.31,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-18,88630.0,0.0,12.286,1968.0,0.0,0.0,5118.254,0.0,0.709,113.649,0.0,0.0,1.26,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-19,88630.0,0.0,12.286,1968.0,0.0,0.0,5118.254,0.0,0.709,113.649,0.0,0.0,1.22,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-20,88630.0,0.0,10.714,1968.0,0.0,0.0,5118.254,0.0,0.619,113.649,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-21,88630.0,0.0,10.714,1968.0,0.0,0.0,5118.254,0.0,0.619,113.649,0.0,0.0,1.19,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-22,88630.0,0.0,10.714,1968.0,0.0,0.0,5118.254,0.0,0.619,113.649,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-23,88630.0,0.0,10.714,1968.0,0.0,0.0,5118.254,0.0,0.619,113.649,0.0,0.0,1.21,,,,,,,,,,,,,,,,,,2469499.0,1732282.0,1263032.0,591916.0,,0.0,14.26,10.0,7.29,3.42,0.0,8020.0,0.046,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-24,88679.0,49.0,7.0,1968.0,0.0,0.0,5121.084,2.83,0.404,113.649,0.0,0.0,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-25,88679.0,0.0,7.0,1968.0,0.0,0.0,5121.084,0.0,0.404,113.649,0.0,0.0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-26,88679.0,0.0,7.0,1968.0,0.0,0.0,5121.084,0.0,0.404,113.649,0.0,0.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-27,88679.0,0.0,7.0,1968.0,0.0,0.0,5121.084,0.0,0.404,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-28,88679.0,0.0,7.0,1968.0,0.0,0.0,5121.084,0.0,0.404,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-29,88679.0,0.0,7.0,1968.0,0.0,0.0,5121.084,0.0,0.404,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-30,88679.0,0.0,7.0,1968.0,0.0,0.0,5121.084,0.0,0.404,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-10-31,88679.0,0.0,0.0,1968.0,0.0,0.0,5121.084,0.0,0.0,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-11-01,88679.0,0.0,0.0,1968.0,0.0,0.0,5121.084,0.0,0.0,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-11-02,88679.0,0.0,0.0,1968.0,0.0,0.0,5121.084,0.0,0.0,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-11-03,88679.0,0.0,0.0,1968.0,0.0,0.0,5121.084,0.0,0.0,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-11-04,88679.0,0.0,0.0,1968.0,0.0,0.0,5121.084,0.0,0.0,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-11-05,88679.0,0.0,0.0,1968.0,0.0,0.0,5121.084,0.0,0.0,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-11-06,88679.0,0.0,0.0,1968.0,0.0,0.0,5121.084,0.0,0.0,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-11-07,88817.0,138.0,19.714,1968.0,0.0,0.0,5129.053,7.969,1.138,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-11-08,88817.0,,,1968.0,0.0,0.0,5129.053,,,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SEN,Africa,Senegal,2022-11-09,88817.0,,,1968.0,0.0,0.0,5129.053,,,113.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SOM,Africa,Somalia,2020-03-16,1.0,1.0,,,,,0.057,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,17597508.0,,,,
SOM,Africa,Somalia,2020-03-17,1.0,0.0,,,,,0.057,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,17597508.0,,,,
